2358,778,1500
2275,814,1500
2189,854,1500
2104,901,1500
2022,954,1500
1947,1017,1500
1880,1091,1500
1822,1177,1500
1773,1276,1500
1733,1386,1500
1699,1500,1500
1672,1610,1500
1650,1708,1500
1633,1791,1500
1619,1857,1500
1608,1910,1500
1600,1951,1500
1594,1983,1500
1591,2007,1500
1589,2025,1500
1588,2039,1500
1589,2049,1500
1591,2056,1500
1594,2061,1500
1598,2063,1500
1603,2064,1500
1608,2063,1500
1615,2061,1500
1622,2058,1500
1629,2054,1500
1638,2049,1500
1646,2043,1500
1656,2037,1500
1666,2030,1500
1676,2022,1500
1687,2014,1500
1699,2005,1500
1711,1996,1500
1724,1986,1500
1738,1976,1500
1752,1965,1500
1767,1954,1500
1782,1943,1500
1799,1931,1500
1816,1918,1500
1835,1905,1500
1855,1891,1500
1877,1877,1500
1901,1862,1500
1928,1847,1500
1959,1831,1500
