1660,1280,1300
1658,1286,1300
1660,1288,1500
1656,1292,1500
1652,1296,1500
1648,1300,1500
1642,1302,1500
1638,1306,1500
1635,1309,1500
1629,1311,1500
1626,1315,1500
1622,1318,1500
1619,1321,1500
1615,1325,1500
1612,1328,1500
1611,1333,1500
1609,1338,1500
1611,1340,1500
1613,1341,1500
1615,1343,1500
1620,1342,1500
1625,1340,1500
1630,1339,1500
1634,1335,1500
1639,1334,1500
1642,1330,1500
1648,1329,1500
1652,1325,1500
1657,1323,1500
1661,1320,1500
1667,1318,1500
1673,1316,1500
1679,1314,1500
1681,1315,1500
1688,1313,1500
1690,1315,1500
1692,1316,1500
1694,1318,1500
1696,1320,1500
1698,1321,1500
1700,1323,1500
1702,1325,1500
1700,1330,1500
1702,1332,1500
1700,1337,1500
1698,1343,1500
1696,1348,1500
1694,1353,1500
1690,1356,1500
1686,1360,1500
1682,1363,1500
1681,1368,1500
1677,1371,1500
1674,1375,1500
1670,1378,1500
1667,1381,1500
1663,1384,1500
1660,1387,1500
1657,1390,1500
1652,1391,1500
1649,1394,1500
1646,1397,1500
1641,1398,1500
1638,1401,1500
1636,1400,1500
1631,1401,1500
1629,1399,1500
1627,1398,1500
1628,1393,1500
1626,1392,1500
1629,1389,1500
1632,1386,1500
1635,1383,1500
1638,1380,1500
1643,1379,1500
1646,1376,1500
1649,1373,1500
1655,1371,1500
1658,1368,1500
1659,1364,1500
1661,1359,1500
1662,1354,1500
1660,1352,1500
1658,1351,1500
1653,1352,1500
1649,1355,1500
1644,1357,1500
1639,1358,1500
1636,1362,1500
1630,1363,1500
1627,1366,1500
1622,1367,1500
1619,1370,1500
1614,1371,1500
1612,1374,1500
1607,1375,1500
1602,1376,1500
1600,1375,1500
1596,1376,1500
1594,1374,1500
1592,1372,1500
1587,1373,1500
1585,1372,1500
1584,1370,1500
1582,1368,1500
1583,1364,1500
1581,1362,1500
1579,1360,1500
1580,1356,1500
1578,1354,1500
1580,1350,1500
1581,1345,1500
1582,1340,1500
1585,1337,1500
1588,1334,1500
1589,1330,1500
1592,1327,1500
1595,1324,1500
1596,1319,1500
1600,1315,1500
1603,1312,1500
1606,1309,1500
1610,1305,1500
1613,1302,1500
1616,1298,1500
1622,1297,1500
1625,1293,1500
1629,1289,1500
1633,1285,1500
1639,1283,1500
1643,1279,1500
1648,1277,1500
1650,1279,1500
1656,1277,1500
1658,1278,1500
1660,1280,1400
1586,1447,1300
1586,1451,1300
1588,1453,1500
1586,1455,1500
1585,1459,1500
1583,1461,1500
1581,1464,1500
1579,1466,1500
1575,1466,1500
1573,1468,1500
1568,1469,1500
1567,1467,1500
1565,1466,1500
1563,1464,1500
1561,1463,1500
1559,1461,1500
1557,1459,1500
1555,1458,1500
1555,1454,1500
1553,1452,1500
1549,1453,1500
1551,1451,1500
1553,1452,1500
1555,1454,1500
1555,1458,1500
1557,1459,1500
1559,1461,1500
1561,1463,1500
1563,1464,1500
1565,1466,1500
1567,1467,1500
1571,1467,1500
1575,1466,1500
1579,1466,1500
1581,1464,1500
1583,1461,1500
1585,1459,1500
1586,1455,1500
1586,1451,1500
1586,1447,1500
1585,1446,1500
1583,1444,1500
1581,1443,1500
1579,1441,1500
1577,1439,1500
1575,1438,1500
1573,1436,1500
1571,1434,1500
1569,1433,1500
1567,1431,1500
1566,1430,1500
1564,1428,1500
1562,1426,1500
1560,1425,1500
1558,1423,1500
1556,1421,1500
1554,1420,1500
1553,1418,1500
1551,1416,1500
1549,1414,1500
1547,1413,1500
1545,1411,1500
1543,1409,1500
1542,1408,1500
1540,1406,1500
1538,1404,1500
1536,1402,1500
1534,1401,1500
1533,1399,1500
1531,1397,1500
1527,1398,1500
1525,1396,1500
1521,1396,1500
1519,1399,1500
1517,1401,1500
1514,1403,1500
1512,1405,1500
1510,1407,1500
1509,1411,1500
1509,1415,1500
1511,1417,1500
1513,1419,1500
1514,1420,1500
1516,1422,1500
1518,1424,1500
1520,1426,1500
1522,1427,1500
1523,1429,1500
1527,1429,1500
1529,1430,1500
1529,1434,1500
1527,1436,1500
1525,1438,1500
1521,1439,1500
1519,1437,1500
1515,1437,1500
1513,1436,1500
1509,1436,1500
1507,1434,1500
1504,1434,1500
1502,1433,1500
1498,1433,1500
1494,1433,1500
1492,1431,1500
1489,1431,1500
1485,1431,1500
1483,1433,1500
1481,1435,1500
1479,1437,1500
1477,1439,1500
1475,1441,1500
1473,1443,1500
1473,1446,1500
1473,1450,1500
1476,1450,1500
1478,1452,1500
1482,1452,1500
1486,1452,1500
1488,1453,1500
1491,1453,1500
1493,1455,1500
1497,1455,1500
1501,1455,1500
1503,1457,1500
1506,1456,1500
1510,1456,1500
1512,1458,1500
1516,1458,1500
1518,1459,1500
1522,1459,1500
1523,1461,1500
1525,1462,1500
1525,1466,1500
1527,1468,1500
