1295,1541,1300
1291,1537,1500
1288,1533,1500
1284,1529,1500
1280,1525,1500
1277,1521,1500
1274,1517,1500
1271,1513,1500
1268,1508,1500
1265,1504,1500
1262,1500,1500
1260,1496,1500
1257,1492,1500
1255,1487,1500
1253,1483,1500
1251,1479,1500
1250,1475,1500
1248,1471,1500
1247,1467,1500
1245,1463,1500
1244,1459,1500
1244,1455,1500
1243,1451,1500
1243,1447,1500
1242,1443,1500
1242,1440,1500
1242,1436,1500
1243,1432,1500
1243,1429,1500
1244,1425,1500
1244,1422,1500
1245,1418,1500
1247,1415,1500
1248,1412,1500
1249,1409,1500
1251,1406,1500
1253,1403,1500
1255,1400,1500
1257,1397,1500
1259,1394,1500
1262,1392,1500
1264,1389,1500
1267,1387,1500
1270,1385,1500
1273,1382,1500
1276,1380,1500
1279,1378,1500
1283,1376,1500
1286,1374,1500
1290,1373,1500
1293,1371,1500
1297,1370,1500
1301,1368,1500
1305,1367,1500
1309,1366,1500
1313,1365,1500
1317,1364,1500
1321,1363,1500
1325,1362,1500
1329,1361,1500
1334,1361,1500
1338,1360,1500
1342,1360,1500
1347,1360,1500
1351,1360,1500
1356,1360,1500
1360,1360,1500
1365,1361,1500
1369,1361,1500
1373,1362,1500
1378,1363,1500
1382,1363,1500
1387,1364,1500
1391,1366,1500
1395,1367,1500
1399,1368,1500
1404,1370,1500
1408,1371,1500
1412,1373,1500
1416,1375,1500
1420,1377,1500
1424,1379,1500
1427,1382,1500
1431,1384,1500
1435,1387,1500
1438,1389,1500
1442,1392,1500
1445,1395,1500
1448,1398,1500
1452,1401,1500
1455,1404,1500
1458,1407,1500
1460,1411,1500
1463,1414,1500
1466,1418,1500
1468,1422,1500
1471,1425,1500
1473,1429,1500
1475,1433,1500
1477,1437,1500
1479,1441,1500
1480,1445,1500
1482,1449,1500
1484,1454,1500
1485,1458,1500
1486,1462,1500
1487,1466,1500
1488,1471,1500
1489,1475,1500
1490,1479,1500
1490,1484,1500
1491,1488,1500
1491,1492,1500
1491,1497,1500
1491,1501,1500
1491,1505,1500
1491,1510,1500
1491,1514,1500
1490,1518,1500
1490,1522,1500
1489,1527,1500
1488,1531,1500
1487,1535,1500
1486,1539,1500
1485,1543,1500
1484,1546,1500
1483,1550,1500
1481,1554,1500
1480,1557,1500
1478,1561,1500
1476,1564,1500
1474,1567,1500
1472,1570,1500
1470,1573,1500
1468,1576,1500
1465,1579,1500
1463,1582,1500
1461,1584,1500
1458,1587,1500
1455,1589,1500
1452,1591,1500
1449,1593,1500
1446,1595,1500
1443,1596,1500
1440,1598,1500
1437,1599,1500
1434,1600,1500
1430,1601,1500
1427,1602,1500
1423,1602,1500
1420,1603,1500
1416,1603,1500
1412,1603,1500
1408,1603,1500
1404,1603,1500
1400,1602,1500
1396,1602,1500
1392,1601,1500
1388,1600,1500
1384,1599,1500
1380,1597,1500
1375,1596,1500
1371,1594,1500
1367,1592,1500
1362,1590,1500
1358,1588,1500
1354,1586,1500
1349,1583,1500
1345,1581,1500
1341,1578,1500
1336,1575,1500
1332,1572,1500
1328,1569,1500
1323,1566,1500
1319,1563,1500
1315,1559,1500
1311,1556,1500
1307,1552,1500
1303,1548,1500
1299,1545,1500
1295,1541,1300
